DPF/FAP filter,Kubikaža,Digitalna klima,Alarm,Vrsta enterijera,price_by_agreement,views,Memorija sjedišta,Klimatizacija,Bluetooth,Emisioni standard,Senzor kiše,Servisna knjiga,Svjetla,Pogon,El. podizači stakala,Masaža sjedišta,Oldtimer,display_price,ABS,Sjedećih mjesta,state,shipping,Boja,Registrovan,Servo volan,El. pomjeranje sjedišta,Tip,Touch screen (ekran),Turbo,Senzor auto. svjetla,USB port,Centralna brava,ESP,Maglenke,Park assist,Muzika/ozvučenje,Komande na volanu,Metalik,Naslon za ruku,Posjeduje gume,Start-Stop sistem,Prilagođen invalidima,Strane tablice,Šiber,Snaga motora (KW),Navigacija,Udaren,price,Parking kamera,Parking senzori,Konjskih snaga,Hlađenje sjedišta,Auto kuka,Head up display,Zaštita/Blokada,model_id,Garancija,Broj prethodnih vlasnika,Hill assist,Transmisija,brand,Car play,free_delivery,ISOFIX,Registrovan do,Broj stepeni prijenosa,Airbag,Panorama krov,Grijanje sjedišta,Tempomat,Senzor mrtvog ugla,Alu felge,Kilometraža,Rolo zavjese,Ocarinjen,model,Gorivo,Daljinsko otključavanje,Električni retrovizori,Godište,Broj vrata
False,2.0,False,False,Ostalo,False,897,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,120.0,False,False,12999.0,Nema,Nema,140.0,False,False,False,Ostalo,124.0,0,1,False,Manuelni,BMW,False,False,False,07/2024,6+R,False,False,False,False,False,False,218000.0,False,False,120,Dizel,False,False,2011,4/5
False,2.0,False,False,Ostalo,False,2760,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,129.0,False,False,16999.0,Nema,Nema,140.0,False,False,False,Ostalo,1470.0,0,1,False,Automatik,Ssangyong,False,False,False,07/2024,6+R,False,False,False,False,False,False,150000.0,False,False,Korando,Dizel,False,False,2012,4/5
True,2.0,True,True,Platno,False,464,True,Četverozonska,True,Euro 6,True,False,LED,Zadnji,True,True,False,True,True,5,used,no_shipping,Crna,True,True,True,Limuzina,True,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ljetne,True,False,False,False,140.0,True,False,55000.0,Kamera 360,Naprijed i nazad,140.0,True,False,True,Ostalo,2003.0,0,1,True,Automatik,BMW,True,False,False,06/2025,8+R,True,False,True,True,True,True,75323.0,False,False,418 Gran Coupe,Dizel,True,True,2019,4/5
False,1.6,False,True,Ostalo,False,2897,False,Jednozonska,True,Euro 5,True,True,Xenon,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,False,True,False,Sportski/kupe,False,True,True,True,False,True,False,False,Ostalo,False,False,False,Ljetne i Zimske,True,False,False,False,82.0,False,False,12999.0,Zadnja,Nema,115.0,False,False,False,Ostalo,1728.0,0,1,False,Manuelni,Morgan,False,False,False,07/2024,6+R,True,False,False,True,False,True,150000.0,False,true,Cooper Coupé,Dizel,True,False,2011,2/3
False,1.9,True,False,Ostalo,False,969,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,True,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,True,False,Ostalo,False,False,False,False,77.0,False,False,9450.0,Nema,Nema,140.0,False,False,False,Ostalo,1587.0,0,1,False,Manuelni,Volkswagen,False,False,False,11/2024,6+R,False,False,False,False,False,False,268000.0,False,False,Golf,Dizel,False,False,2008,4/5
False,4.0,True,True,Koža i alkantara,False,1435,False,Trozonska,True,Euro 4,True,True,Xenon,Sva četiri,True,False,False,True,True,5,used,no_shipping,Crna,True,True,True,Terenac,True,True,True,True,True,True,True,False,Ostalo,True,False,True,Ljetne i Zimske,False,False,False,True,225.0,True,False,28500.0,Zadnja,Naprijed i nazad,370.0,False,True,False,Ostalo,1017.0,0,1,False,Automatik,Mercedes-Benz,False,False,False,02/2025,6+R,True,False,True,True,False,True,319000.0,False,False,ML 420,Dizel,True,True,2006,4/5
False,2.0,False,False,Ostalo,False,2919,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,81.0,False,False,12499.0,Nema,Nema,140.0,False,False,False,Ostalo,1596.0,0,1,False,Manuelni,Volkswagen,False,False,False,07/2024,6+R,False,False,False,False,False,False,210000.0,False,False,Passat,Dizel,False,False,2009,4/5
False,1.5,True,False,Koža i platno,False,568,False,Dvozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Bijela,True,True,False,Limuzina,True,True,True,True,True,True,True,False,Ostalo,True,True,True,Ostalo,True,False,False,False,96.0,True,False,38990.0,Zadnja,Naprijed i nazad,130.0,False,False,False,Ostalo,1251.0,0,1,True,Manuelni,Peugeot,False,False,True,07/2024,6+R,True,False,False,True,True,True,159820.0,False,false,3008,Dizel,True,True,2019,4/5
False,2.0,False,False,Ostalo,False,1413,False,Jednozonska,False,Euro 5,False,False,LED,Zadnji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Malo auto,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,85.0,False,False,13999.0,Nema,Nema,115.0,False,False,False,Ostalo,122.0,0,1,False,Manuelni,BMW,False,False,False,07/2024,6+R,False,False,False,False,False,False,144000.0,False,true,116,Dizel,False,False,2011,4/5
True,1.6,False,True,Ostalo,False,239,False,Dvozonska,False,Euro 5,False,True,LED,Prednji,False,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Malo auto,False,False,False,False,True,True,True,False,CD MP3,False,False,False,Ljetne i Zimske,False,False,False,False,55.0,False,False,10400.0,Nema,Nema,77.0,False,False,False,Električna blokada,1599.0,0,1,False,Manuelni,Volkswagen,False,False,True,02/2025,5+R,True,False,True,False,False,True,246100.0,False,False,Polo,Dizel,False,False,2009,4/5
False,2.0,False,False,Ostalo,False,1338,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,105.0,False,False,20900.0,Nema,Nema,142.0,False,False,False,Ostalo,75.0,0,1,False,Manuelni,Audi,False,False,False,07/2024,6+R,False,False,False,False,False,False,256000.0,False,False,A4,Dizel,False,False,2012,4/5
True,1.4,False,True,Ostalo,False,491,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,False,False,False,True,True,True,False,False,Ostalo,False,True,False,Ostalo,False,False,False,False,65.0,False,False,6250.0,Nema,Nema,140.0,False,False,False,Ostalo,1250.0,0,2,False,Manuelni,Peugeot,False,False,False,12/2024,5+R,True,False,False,True,False,False,201000.0,False,False,207,Benzin,True,False,2006,4/5
True,2.2,True,False,Koža,False,228,False,Trozonska,False,Euro 5,True,False,Xenon,Sva četiri,True,True,False,True,True,5,used,no_shipping,Siva,True,True,True,Karavan,False,True,True,False,True,True,True,True,Ostalo,True,True,True,Zimske,True,False,False,False,150.0,True,False,21900.0,Nema,Nazad,204.0,True,False,False,Ostalo,962.0,0,1,False,Automatik,Mercedes-Benz,False,False,False,02/2025,6+R,True,False,True,False,False,True,237000.0,True,false,E 250,Dizel,True,True,2012,4/5
True,1.6,True,True,Koža i platno,False,2093,False,Dvozonska,True,Euro 5,True,True,LED,Sva četiri,True,False,False,True,True,5,used,no_shipping,Crna,False,True,True,SUV,True,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ljetne,True,False,False,False,96.0,True,False,29900.0,Zadnja,Naprijed i nazad,131.0,False,False,True,Ostalo,1183.0,0,1,True,Manuelni,Nissan,True,False,True,07/2024,6+R,True,True,True,True,True,True,89000.0,False,true,Qashqai,Dizel,True,True,2014,4/5
False,1.5,True,False,Platno,False,656,False,Dvozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Bijela,True,True,False,Terenac,False,True,True,True,True,True,True,True,Ostalo,True,True,True,Ostalo,True,False,False,False,85.0,True,False,43990.0,Zadnja,Naprijed i nazad,116.0,False,False,False,Ostalo,188.0,0,1,True,Automatik,BMW,False,False,True,07/2024,6+R,True,False,False,True,False,True,152134.0,False,false,X1,Dizel,True,True,2019,4/5
True,1.5,True,False,Ostalo,False,1379,False,Jednozonska,True,Euro 5,True,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,True,True,True,True,True,True,True,False,Ostalo,True,True,True,Ostalo,False,False,False,False,81.0,True,False,13000.0,Nema,Nema,140.0,False,False,True,Ostalo,1346.0,0,1,False,Manuelni,Renault,True,False,True,07/2024,6+R,True,False,False,True,False,True,196000.0,False,False,Laguna,Dizel,True,True,2014,4/5
False,1.9,False,False,Ostalo,False,1668,False,Jednozonska,False,Euro 4,False,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Srebrena,True,True,False,Limuzina,False,False,False,False,False,False,False,False,CD,False,False,False,Ljetne i Zimske,False,False,False,False,77.0,False,False,8800.0,Nema,Nema,103.0,False,False,False,Ostalo,1430.0,0,1,False,Manuelni,Seat,False,False,False,04/2025,5+R,True,False,False,False,False,False,136000.0,False,False,Altea,Dizel,True,False,2006,4/5
True,2.2,True,True,Koža,False,1151,True,Četverozonska,True,Euro 5,True,True,Xenon,Prednji,True,True,False,True,True,5,used,no_shipping,Crna,False,True,True,Limuzina,False,True,True,True,True,True,True,True,CD MP3,True,True,True,Ostalo,True,True,True,False,150.0,True,False,15300.0,Nema,Naprijed i nazad,204.0,True,True,True,Ostalo,1266.0,0,2,False,Automatik,Peugeot,False,False,True,07/2024,6+R,True,False,True,True,False,True,280000.0,False,true,508,Dizel,True,True,2012,4/5
False,2.0,False,False,Ostalo,False,870,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,110.0,False,False,37500.0,Nema,Nema,150.0,False,False,False,Ostalo,75.0,0,1,False,Manuelni,Audi,False,False,False,07/2024,6+R,False,False,False,False,False,False,205000.0,False,False,A4,Dizel,False,False,2016,4/5
False,1.2,True,False,Platno,False,92,False,Jednozonska,True,Euro 5,False,True,Halogena,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,False,Limuzina,True,True,False,False,True,True,True,False,DVD MP3 plus LCD display,True,True,False,Zimske,True,False,False,False,55.0,True,False,8000.0,Nema,Nazad,140.0,False,False,False,Ostalo,1446.0,0,1,False,Manuelni,Škoda,False,False,True,07/2024,5+R,True,False,False,True,False,True,265000.0,False,False,Fabia,Dizel,True,True,2010,4/5
False,1.6,False,False,Ostalo,False,12724,False,Jednozonska,False,Euro 5,False,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Karavan,False,True,False,False,True,True,False,False,CD MP3,True,True,True,Ostalo,False,False,False,False,82.0,False,False,9990.0,Nema,Nema,140.0,False,False,False,Ostalo,1256.0,0,1,False,Manuelni,Peugeot,False,False,True,07/2024,6+R,True,False,False,True,False,True,240744.0,False,true,308,Dizel,False,True,2011,4/5
True,2.0,True,True,Platno,False,141,False,Dvozonska,True,Euro 5,True,True,Halogena,Prednji,False,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,True,True,True,False,True,True,True,False,DVD MP3 plus LCD display,True,True,True,Ljetne i Zimske,False,False,False,False,81.0,False,False,12900.0,Zadnja,Nema,110.0,False,False,False,Električna blokada,1587.0,0,2,False,Manuelni,Volkswagen,False,False,True,11/2024,5+R,True,False,True,True,False,True,253000.0,False,False,Golf,Dizel,True,False,2009,2/3
False,1.6,False,False,Platno,False,2915,False,Dvozonska,False,Euro 5,False,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,False,Limuzina,True,True,False,False,True,True,False,False,DVD MP3 plus LCD display,True,True,True,Ostalo,False,False,False,False,77.0,True,False,12500.0,Nema,Naprijed i nazad,140.0,False,True,False,Ostalo,1588.0,0,1,False,Manuelni,Volkswagen,False,False,True,07/2024,6+R,True,False,True,True,False,True,227000.0,False,true,Golf Plus,Dizel,True,False,2010,4/5
False,1.6,False,True,Koža i platno,False,94,False,Jednozonska,False,Euro 4,False,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Karavan,False,True,False,True,True,True,False,False,CD MP3,True,True,True,Zimske,False,False,False,False,80.0,False,False,5450.0,Nema,Nema,1.0,False,False,False,Električna+mehanička,1657.0,0,1,False,Manuelni,Volvo,False,False,True,08/2024,5+R,True,False,False,True,False,False,278563.0,True,true,V50,Dizel,True,True,2005,4/5
True,2.0,True,True,Platno,False,39,False,Dvozonska,True,Euro 5,True,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,False,Limuzina,False,True,True,False,True,True,False,False,Ostalo,True,True,True,Ostalo,True,False,False,False,130.0,True,False,27000.0,Nema,Naprijed i nazad,140.0,False,False,False,Ostalo,78.0,0,1,False,Automatik,Audi,False,False,False,10/2024,8+R,True,False,True,True,False,True,300000.0,True,true,A6,Dizel,True,True,2012,4/5
False,1.6,True,False,Ostalo,False,3569,False,Dvozonska,False,Euro 6,False,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Plava,True,True,False,Karavan,True,True,False,False,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ostalo,True,False,False,False,81.0,True,False,16500.0,Nema,Naprijed i nazad,140.0,False,False,False,Ostalo,1587.0,0,1,False,Manuelni,Volkswagen,False,False,True,07/2024,6+R,True,False,True,True,False,False,268000.0,False,true,Golf,Dizel,True,True,2014,4/5
True,3.0,True,False,Koža i platno,False,349,False,Dvozonska,True,Euro 4,True,True,Xenon,Zadnji,True,True,False,True,True,5,used,no_shipping,Crna,False,True,False,Limuzina,False,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ljetne i Zimske,False,False,False,False,140.0,True,False,14000.0,Nema,Naprijed i nazad,190.0,False,False,False,Ostalo,965.0,0,2,False,Automatik,Mercedes-Benz,False,False,True,07/2024,7+R,True,False,True,True,False,True,380000.0,False,true,E 280,Dizel,True,True,2006,4/5
True,2.0,True,False,Ostalo,False,1415,False,Trozonska,True,Euro 6,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,False,True,False,Limuzina,True,True,True,True,True,True,True,True,Ostalo,True,True,True,Ostalo,True,False,False,False,85.0,True,False,39900.0,Nema,Nazad,115.0,False,False,False,Ostalo,1450.0,0,1,True,Manuelni,Škoda,True,False,True,07/2024,6+R,True,False,True,True,False,True,82000.0,False,true,Octavia,Dizel,True,True,2021,4/5
True,3.0,True,True,Koža,False,1784,False,Dvozonska,False,Euro 4,True,False,Xenon,Sva četiri,True,False,False,True,True,5,used,no_shipping,Plava,True,True,True,Karavan,False,True,True,True,True,True,True,False,DVD MP3 plus LCD display,False,True,True,Zimske,False,False,False,True,165.0,True,False,8400.0,Nema,Naprijed i nazad,225.0,False,False,False,Ostalo,78.0,0,1,False,Automatik,Audi,False,False,True,12/2024,6+R,True,False,True,True,False,True,314721.0,True,true,A6,Dizel,True,True,2006,4/5
True,2.2,True,True,Koža,False,1418,True,Dvozonska,True,Euro 6,True,True,LED,Zadnji,True,True,False,True,True,5,used,no_shipping,Crna,True,True,True,Limuzina,True,True,True,True,True,True,False,True,DVD MP3 plus LCD display,True,True,True,Ljetne,True,False,False,False,125.0,True,False,31900.0,Nema,Naprijed i nazad,170.0,True,False,True,Električna+mehanička,959.0,0,1,True,Automatik,Mercedes-Benz,True,False,True,09/2024,9+R,True,False,True,True,True,True,372240.0,False,true,E 220,Dizel,True,True,2016,4/5
False,2.2,False,False,Koža i platno,False,732,False,Trozonska,False,Euro 5,False,False,LED,Zadnji,False,False,False,True,False,7,used,no_shipping,Crna,False,False,False,Kombi,False,False,False,False,False,False,False,False,DVD MP3 plus LCD display,False,False,False,Ostalo,False,False,False,False,120.0,False,False,30399.0,Zadnja,Naprijed i nazad,140.0,False,False,False,Ostalo,1084.0,0,1,False,Automatik,Mercedes-Benz,False,False,False,10/2024,6+R,False,False,False,False,False,False,188000.0,False,False,Viano,Dizel,False,False,2011,4/5
False,2.0,True,False,Koža i platno,False,1344,False,Jednozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,False,True,False,Limuzina,True,True,True,True,True,True,False,False,Ostalo,True,True,True,Ostalo,True,False,False,False,85.0,True,False,48990.0,Zadnja,Naprijed i nazad,116.0,False,False,False,Ostalo,881.0,0,1,True,Automatik,Mercedes-Benz,False,False,True,07/2024,8+R,True,False,False,True,True,True,98097.0,False,False,A 180,Dizel,True,True,2021,4/5
True,1.6,True,False,Ostalo,False,384,True,Četverozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,False,True,True,Karavan,True,True,True,True,True,True,False,True,Ostalo,True,True,True,Ostalo,True,False,False,False,85.0,True,False,21900.0,Nema,Naprijed i nazad,140.0,False,True,True,Ostalo,1587.0,0,1,True,Manuelni,Volkswagen,True,False,True,07/2024,6+R,True,False,True,True,True,True,291023.0,False,true,Golf,Dizel,True,True,2019,4/5
False,1.6,False,False,Platno,False,85,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Plava,True,True,False,Kombi,False,True,False,False,True,True,False,False,CD,True,True,False,Ljetne,False,False,False,False,75.0,False,False,11500.0,Nema,Nema,140.0,False,False,False,Ostalo,1581.0,0,1,False,Manuelni,Volkswagen,False,False,False,07/2024,5+R,True,False,False,False,False,False,351513.0,False,true,Caddy,Dizel,True,True,2011,4/5
False,1.0,True,False,Koža,False,407,True,Dvozonska,True,Euro 6,True,False,Xenon,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,True,Limuzina,False,True,True,True,True,True,True,False,Ostalo,True,True,True,Ljetne,False,False,False,False,140.0,False,False,42000.0,Nema,Naprijed i nazad,190.0,False,False,False,Ostalo,78.0,0,1,False,Automatik,Audi,False,False,False,07/2024,7+R,True,False,True,True,False,True,226640.0,False,False,A6,Dizel,True,True,2016,4/5
True,1.6,True,False,Ostalo,False,1255,False,Dvozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,False,True,False,Karavan,False,True,True,True,True,True,True,False,DVD MP3 plus LCD display,True,True,False,Zimske,False,False,False,False,68.0,False,False,5900.0,Nema,Nazad,92.0,False,False,False,Ostalo,1250.0,0,1,False,Manuelni,Peugeot,False,False,True,07/2024,5+R,True,True,False,True,False,False,237000.0,False,true,207,Dizel,True,True,2011,4/5
False,3.0,True,True,Koža,False,679,False,Trozonska,True,Euro 5,True,False,Laser,Sva četiri,True,False,False,True,False,5,used,no_shipping,Bijela,True,False,True,Limuzina,False,True,True,True,False,False,True,True,DVD MP3 plus LCD display,True,True,True,Ljetne i Zimske,True,False,False,False,190.0,True,False,34499.0,Zadnja,Naprijed i nazad,140.0,False,True,False,Električna blokada,147.0,0,1,True,Automatik,BMW,False,False,False,03/2025,6+R,False,False,False,True,False,True,220000.0,False,False,530,Dizel,True,True,2012,4/5
True,2.0,True,False,Ostalo,False,225,False,Dvozonska,False,Euro 5,True,False,LED,Prednji,True,True,False,True,True,5,used,no_shipping,Plava,True,True,False,Limuzina,False,True,False,False,True,True,True,False,CD MP3,True,True,True,Zimske,False,False,False,False,103.0,False,False,8800.0,Nema,Nema,140.0,False,True,False,Električna blokada,74.0,0,1,False,Automatik,Audi,False,False,True,02/2025,6+R,True,False,True,False,False,True,360000.0,False,False,A3,Dizel,True,True,2005,4/5
False,1.6,True,False,Platno,False,645,False,Jednozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Bijela,True,True,False,Limuzina,True,True,True,True,True,True,True,False,Ostalo,True,True,True,Ostalo,True,False,False,False,85.0,True,False,16990.0,Nema,Nazad,116.0,False,False,False,Ostalo,1256.0,0,1,False,Manuelni,Peugeot,False,False,True,07/2024,6+R,True,False,False,True,False,False,184890.0,False,false,308,Dizel,True,True,2014,4/5
False,1.5,False,False,Platno,False,268,False,Jednozonska,True,Euro 5,False,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Plava,True,True,False,Malo auto,True,True,True,True,True,True,False,False,Ostalo,True,True,False,Ostalo,True,False,False,False,63.0,True,False,26490.0,Nema,Nema,85.0,False,False,False,Ostalo,1335.0,0,1,False,Manuelni,Renault,False,False,True,07/2024,6+R,True,False,False,True,False,False,94661.0,False,false,Clio,Dizel,True,True,2020,4/5
True,2.4,True,False,Koža,False,2697,False,Dvozonska,True,Euro 4,True,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,False,True,False,True,True,True,True,False,Ostalo,True,True,True,Zimske,False,False,False,False,147.0,True,False,7500.0,Nema,Nazad,200.0,False,False,False,Ostalo,19.0,0,1,False,Manuelni,Alfa Romeo,False,False,True,07/2024,6+R,True,False,True,True,False,True,280000.0,True,false,Alfa 159,Dizel,True,False,2006,4/5
False,1.5,False,False,Platno,False,280,False,Jednozonska,True,Euro 5,True,False,Halogena,Prednji,True,False,False,True,True,5,used,no_shipping,Bijela,True,True,False,Monovolumen,False,True,True,False,True,True,True,False,CD MP3,True,True,False,Ljetne,False,False,False,False,70.0,True,False,10900.0,Nema,Nema,140.0,False,False,False,Blokada volana,1367.0,0,1,False,Manuelni,Renault,False,False,True,10/2024,6+R,True,False,False,True,False,True,305000.0,False,true,Scenic,Dizel,True,True,2012,4/5
True,1.5,True,True,Koža i platno,False,1321,False,Trozonska,True,Euro 5,True,False,Halogena,Prednji,True,False,False,True,True,7,used,no_shipping,Bijela,True,True,False,Monovolumen,True,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Zimske,True,False,False,False,81.0,True,False,14950.0,Nema,Nazad,110.0,False,False,False,Električna blokada,1343.0,Nema,2,False,Manuelni,Renault,False,False,True,05/2025,6+R,True,False,False,True,False,True,203000.0,True,true,Grand Scenic,Dizel,True,True,2015,4/5
True,3.0,True,True,Koža,False,255,True,Četverozonska,True,Euro 5,True,False,Xenon,Sva četiri,True,True,False,True,True,5,used,no_shipping,Siva,True,True,True,SUV,False,True,True,False,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ljetne i Zimske,True,False,False,False,176.0,True,False,28000.0,Zadnja,Naprijed i nazad,240.0,False,True,False,Električna blokada,84.0,0,1,False,Automatik,Audi,True,False,True,04/2025,7+R,True,False,True,True,True,True,305000.0,False,true,Q5,Dizel,True,True,2010,4/5
False,1.5,True,False,Platno,False,652,False,Jednozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,True,True,False,True,True,True,True,False,Ostalo,True,True,False,Ostalo,True,False,False,False,88.0,True,False,29990.0,Nema,Nazad,120.0,False,False,False,Ostalo,1865.0,0,1,False,Automatik,Citroen,False,False,True,07/2024,6+R,True,False,False,True,False,True,104606.0,False,false,C3 Aircross,Dizel,True,True,2020,4/5
False,1.9,False,False,Ostalo,False,611,False,Jednozonska,False,Euro 5,False,False,Halogena,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,False,Karavan,False,False,False,False,True,True,True,False,Ostalo,False,True,True,Ostalo,False,False,False,False,77.0,False,False,7700.0,Nema,Nema,105.0,False,True,False,Ostalo,1450.0,0,1,False,Manuelni,Škoda,False,False,False,06/2024,5+R,True,False,False,True,False,True,274000.0,False,False,Octavia,Dizel,True,False,2006,4/5
False,1.5,True,False,Ostalo,False,5589,False,Dvozonska,True,Euro 5,True,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,True,False,True,True,True,True,True,False,Ostalo,True,True,True,Ostalo,False,False,False,False,75.0,True,False,18900.0,Nema,Naprijed i nazad,140.0,False,False,True,Ostalo,1256.0,0,1,False,Manuelni,Peugeot,False,False,True,10/2024,5+R,True,False,False,True,False,True,220000.0,False,False,308,Dizel,True,True,2018,4/5
True,3.0,True,False,Ostalo,False,2170,False,Jednozonska,False,Euro 5,True,False,LED,Sva četiri,True,False,False,True,True,5,used,no_shipping,Crna,True,True,True,Limuzina,False,True,True,False,True,True,True,False,Ostalo,True,False,True,Ostalo,False,False,False,False,165.0,True,False,20500.0,Nema,Nema,140.0,False,False,False,Ostalo,1014.0,0,1,False,Automatik,Mercedes-Benz,False,False,False,07/2024,6+R,True,False,False,True,False,True,289000.0,False,False,ML 320,Dizel,True,True,2007,4/5
False,2.0,False,False,Platno,False,141,False,Jednozonska,False,Euro 5,True,False,LED,Prednji,True,False,False,True,False,5,used,no_shipping,Plava,True,True,False,Limuzina,False,False,False,False,True,False,True,False,Ostalo,False,False,True,Ostalo,False,False,False,False,103.0,False,False,10000.0,Nema,Nema,140.0,False,False,False,Ostalo,1596.0,0,1,False,Automatik,Volkswagen,False,False,False,10/2024,6+R,True,False,True,True,False,False,297000.0,False,False,Passat,Dizel,True,False,2007,4/5
False,1.6,False,False,Ostalo,False,111,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,77.0,False,False,11900.0,Nema,Nema,140.0,False,False,False,Ostalo,1587.0,0,1,False,Manuelni,Volkswagen,False,False,False,07/2024,6+R,False,False,False,False,False,False,285000.0,False,False,Golf,Dizel,False,False,2010,4/5
True,1.8,True,True,Koža i platno,False,554,False,Dvozonska,True,Euro 5,True,False,Xenon,Zadnji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,False,True,False,False,True,True,True,False,DVD MP3 plus LCD display,True,True,True,Ljetne,True,False,False,False,105.0,False,False,20800.0,Nema,Naprijed i nazad,143.0,False,False,False,Električna+mehanička,188.0,0,1,False,Manuelni,BMW,False,False,False,04/2025,6+R,True,False,True,True,False,True,230000.0,False,False,X1,Dizel,True,True,2012,4/5
False,2.0,False,False,Ostalo,False,883,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,110.0,False,False,20500.0,Nema,Nema,140.0,False,False,False,Ostalo,1450.0,0,1,False,Manuelni,Škoda,False,False,False,07/2024,6+R,False,False,False,False,False,False,240000.0,False,False,Octavia,Dizel,False,False,2016,4/5
False,2.0,True,False,Koža i alkantara,False,248,False,Dvozonska,True,Euro 5,True,True,LED,Sva četiri,True,False,False,True,True,5,used,no_shipping,Crna,True,True,True,Terenac,True,True,True,True,True,True,True,True,Ostalo,True,True,True,Ostalo,True,False,False,True,143.0,True,False,92000.0,Zadnja,Naprijed i nazad,194.0,False,False,False,Ostalo,1806.0,0,1,True,Automatik,Mercedes-Benz,True,False,True,07/2024,9+R,True,False,True,True,False,True,98000.0,True,false,GLC 220,Dizel,True,True,2020,4/5
