DPF/FAP filter,Kubikaža,Digitalna klima,Alarm,Vrsta enterijera,price_by_agreement,views,Memorija sjedišta,Klimatizacija,Bluetooth,Emisioni standard,Senzor kiše,Servisna knjiga,Svjetla,Pogon,El. podizači stakala,Masaža sjedišta,Oldtimer,display_price,ABS,Sjedećih mjesta,state,shipping,Boja,Registrovan,Servo volan,El. pomjeranje sjedišta,Tip,Touch screen (ekran),Turbo,Senzor auto. svjetla,USB port,Centralna brava,ESP,Maglenke,Park assist,Muzika/ozvučenje,Komande na volanu,Metalik,Naslon za ruku,Posjeduje gume,Start-Stop sistem,Prilagođen invalidima,Strane tablice,Šiber,Snaga motora (KW),Navigacija,Udaren,price,Parking kamera,Parking senzori,Konjskih snaga,Hlađenje sjedišta,Auto kuka,Head up display,Zaštita/Blokada,model_id,Garancija,Broj prethodnih vlasnika,Hill assist,Transmisija,brand,Car play,free_delivery,ISOFIX,Registrovan do,Broj stepeni prijenosa,Airbag,Panorama krov,Grijanje sjedišta,Tempomat,Senzor mrtvog ugla,Alu felge,Kilometraža,Rolo zavjese,Ocarinjen,model,Gorivo,Daljinsko otključavanje,Električni retrovizori,Godište,Broj vrata
False,3.8,True,False,Koža,False,4920,False,Jednozonska,False,Euro 5,False,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Bijela,False,True,True,Limuzina,False,False,False,False,True,True,False,False,Ostalo,True,False,False,Ljetne,True,False,True,False,223.0,False,False,37990.0,Nema,Nazad,140.0,False,False,False,Ostalo,573.0,0,1,False,Automatik,Hyundai,False,False,False,07/2024,6+R,True,False,False,True,True,True,58000.0,False,False,Genesis,Benzin,True,True,2011,2/3
False,4.7,True,False,Ostalo,False,2312,False,Četverozonska,True,Euro 5,False,False,Ostalo,Prednji,True,False,False,True,False,Više,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,True,False,False,False,False,Ostalo,False,False,False,Ljetne,False,False,False,False,164.0,True,False,14500.0,Nema,Nema,140.0,False,False,False,Ostalo,644.0,Nema,2,False,Automatik,Jeep,False,False,False,07/2024,6+R,False,False,True,False,False,False,0.0,True,False,Grand Cherokee,Benzin,False,False,2001,4/5
False,1.5,True,True,Platno,False,6007,False,Dvozonska,True,Euro 6,True,False,Halogena,Prednji,False,False,False,True,True,5,used,no_shipping,Bijela,False,True,False,Limuzina,True,False,True,True,True,True,True,True,Ostalo,True,False,True,Ljetne,False,False,False,False,92.0,True,False,44400.0,Zadnja,Naprijed i nazad,125.0,False,False,False,Ostalo,1530.0,10,1,False,Manuelni,Toyota,True,False,True,07/2024,6+R,True,False,False,True,False,True,5.0,False,False,Corolla,Benzin,True,True,2024,4/5
False,1.6,False,False,Koža i platno,False,122,False,Jednozonska,False,Euro 5,True,False,LED,Prednji,True,False,False,True,False,5,used,no_shipping,Bijela,True,False,False,Limuzina,False,False,True,False,False,False,False,False,Ostalo,False,True,False,Ostalo,True,False,False,False,63.0,False,False,11000.0,Nema,Nazad,140.0,False,False,False,Ostalo,1599.0,0,1,True,Manuelni,Volkswagen,False,False,False,01/2025,6+R,False,False,True,True,False,False,220000.0,False,False,Polo,Dizel,True,False,2013,4/5
False,1.2,False,False,Ostalo,False,724,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Bijela,True,False,False,Malo auto,False,False,False,False,False,True,False,False,CD MP3,False,True,False,Ostalo,False,False,False,False,55.0,False,False,6150.0,Nema,Nema,75.0,False,False,False,Ostalo,1335.0,0,1,False,Manuelni,Renault,False,False,False,02/2025,6+R,True,False,False,False,False,False,225000.0,False,False,Clio,Benzin,True,False,2007,4/5
False,1.0,False,False,Ostalo,False,1083,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,True,False,False,True,False,5,used,no_shipping,Srebrena,True,False,False,Malo auto,False,False,False,False,True,False,True,False,Ostalo,False,True,False,Ostalo,False,False,False,False,48.0,False,False,18000.0,Nema,Nema,60.0,False,False,False,Blokada volana,1446.0,0,Prvi vlasnik,False,Manuelni,Škoda,False,False,False,03/2025,6+R,False,False,False,False,False,False,43998.0,False,False,Fabia,Benzin,True,False,2019,4/5
True,1.6,True,False,Ostalo,False,2595,False,Jednozonska,True,Euro 5,False,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Karavan,False,True,True,True,True,True,True,False,CD MP3,True,True,True,Ostalo,False,False,False,False,66.0,False,False,13700.0,Nema,Nazad,90.0,False,False,False,Ostalo,1757.0,0,1,True,Manuelni,Škoda,False,False,True,07/2024,5+R,True,False,False,True,False,False,208582.0,False,true,Rapid,Dizel,True,True,2015,4/5
False,1.9,False,False,Ostalo,False,3442,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,88.0,False,False,1950.0,Nema,Nema,140.0,False,False,False,Ostalo,1346.0,0,1,False,Manuelni,Renault,False,False,False,07/2024,6+R,False,False,False,False,False,False,334123.0,False,False,Laguna,Dizel,False,False,2003,4/5
False,1.5,False,False,Ostalo,False,4304,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,55.0,False,False,7999.0,Nema,Nema,140.0,False,False,False,Ostalo,1335.0,0,1,False,Manuelni,Renault,False,False,False,07/2024,6+R,False,False,False,False,False,False,193000.0,False,False,Clio,Dizel,False,False,2014,4/5
True,1.0,True,False,Platno,False,4209,False,Jednozonska,True,Euro 6,False,True,Ostalo,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,False,Limuzina,True,True,False,False,True,True,True,False,DVD MP3 plus LCD display,True,True,True,Ljetne,True,False,False,False,67.0,True,False,28500.0,Nema,Nazad,90.0,False,False,False,Ostalo,344.0,0,1,False,Manuelni,Dacia,False,False,False,07/2024,6+R,True,False,False,True,True,False,52000.0,True,true,Sandero,Benzin,True,True,2020,4/5
False,1.8,False,False,Ostalo,False,3829,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,75.0,False,False,1600.0,Nema,Nema,140.0,False,False,False,Ostalo,893.0,0,1,False,Manuelni,Mercedes-Benz,False,False,False,07/2024,6+R,False,False,False,False,False,False,283123.0,False,False,C 180,Benzin,False,False,1999,4/5
False,2.0,True,False,Ostalo,False,2038,False,Dvozonska,True,Euro 5,False,False,Xenon,Zadnji,True,False,False,True,True,5,used,no_shipping,Crna,True,False,True,Limuzina,False,True,True,False,True,True,False,False,Ostalo,True,True,True,Ljetne,False,False,False,False,135.0,False,False,25950.0,Nema,Naprijed i nazad,184.0,False,False,False,Ostalo,142.0,0,1,False,Automatik,BMW,False,False,False,02/2025,6+R,True,False,False,True,False,True,277000.0,False,False,520,Dizel,True,False,2012,4/5
True,2.0,True,True,Platno,False,1157,False,Jednozonska,False,Euro 5,False,True,Xenon,Zadnji,True,False,False,True,True,5,used,no_shipping,Siva,False,True,False,Malo auto,False,True,False,False,True,True,True,False,CD MP3,True,False,True,Ljetne,False,False,False,False,125.0,False,False,10000.0,Nema,Nema,177.0,False,False,False,Ostalo,124.0,0,1,False,Manuelni,BMW,False,False,True,07/2024,6+R,True,False,False,True,False,True,257000.0,False,true,120,Dizel,True,True,2006,4/5
False,2.2,True,True,Ostalo,False,280,True,Dvozonska,True,Euro 5,True,False,Xenon,Sva četiri,True,True,False,True,True,5,used,no_shipping,Plava,True,True,True,Limuzina,False,True,True,True,True,True,False,False,DVD MP3 plus LCD display,True,True,True,Ostalo,True,False,False,False,150.0,True,False,37500.0,Nema,Naprijed i nazad,140.0,False,False,False,Ostalo,962.0,0,1,True,Automatik,Mercedes-Benz,True,False,True,11/2024,7+R,True,False,True,True,True,True,230000.0,False,true,E 250,Dizel,True,True,2014,4/5
False,3.0,True,True,Koža,False,330,True,Dvozonska,True,Euro 5,True,False,Xenon,Zadnji,True,True,False,True,True,5,used,no_shipping,Siva,True,True,True,Limuzina,False,True,True,False,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ostalo,False,False,False,False,150.0,True,False,24999.0,Nema,Naprijed i nazad,140.0,False,False,False,Ostalo,145.0,0,1,False,Automatik,BMW,True,False,True,10/2024,8+R,True,False,True,True,False,True,280000.0,False,true,525,Dizel,True,True,2011,4/5
True,2.0,True,True,Koža,False,2073,True,Dvozonska,True,Euro 5,True,True,Xenon,Sva četiri,True,True,False,True,True,5,used,no_shipping,Bijela,False,True,True,SUV,True,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ljetne i Zimske,False,False,False,True,103.0,True,False,19950.0,Zadnja,Nema,140.0,True,True,True,Električna blokada,1620.0,0,1,False,Automatik,Volkswagen,True,False,True,07/2024,6+R,True,True,True,True,True,True,240.0,True,true,Tiguan,Dizel,True,True,2010,4/5
True,3.0,True,True,Koža i platno,False,1040,True,Četverozonska,True,Euro 5,True,True,LED,Sva četiri,True,True,False,True,True,5,used,no_shipping,Bijela,True,True,True,Karavan,True,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ljetne i Zimske,True,True,False,True,180.0,True,False,26000.0,Prednja i zadnja,Naprijed i nazad,241.0,True,True,False,Električna+mehanička,78.0,Nema,1,True,Automatik,Audi,True,False,True,09/2024,7+R,True,True,True,True,True,True,370000.0,True,true,A6,Dizel,True,True,2012,4/5
True,1.7,False,False,Ostalo,False,48,False,Dvozonska,False,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,False,True,False,Karavan,False,True,True,False,False,True,True,True,CD MP3,True,True,True,Ostalo,False,False,False,False,81.0,False,False,12500.0,Nema,Nema,140.0,False,False,False,Ostalo,1226.0,0,1,False,Automatik,Opel,False,False,False,07/2024,6+R,True,False,True,True,False,False,124000.0,False,true,Meriva,Dizel,False,False,2010,4/5
False,3.0,True,True,Koža i alkantara,False,8150,False,Dvozonska,True,Euro 5,True,True,LED,Zadnji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,True,Limuzina,False,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ostalo,True,False,False,True,150.0,True,False,32000.0,Kamera 360,Naprijed i nazad,204.0,False,False,False,Ostalo,145.0,0,3,True,Manuelni,BMW,False,False,False,08/2024,6+R,True,False,True,True,True,True,257000.0,False,true,525,Dizel,True,True,2010,4/5
True,2.0,True,True,Platno,False,5467,False,Dvozonska,True,Euro 6,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,True,Limuzina,True,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Zimske,True,False,False,False,110.0,True,False,33900.0,Zadnja,Naprijed i nazad,150.0,False,False,False,Električna+mehanička,1454.0,0,1,True,Automatik,Škoda,True,False,True,01/2025,6+R,True,False,False,True,True,True,244455.0,True,false,Superb,Dizel,True,True,2017,4/5
True,1.6,True,False,Platno,False,85,False,Dvozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Bijela,True,True,False,Limuzina,True,True,True,True,True,True,True,False,DVD MP3 plus LCD display,True,True,True,Ljetne i Zimske,False,False,False,False,68.0,True,False,17300.0,Nema,Nazad,92.0,False,False,False,Električna blokada,310.0,0,1,True,Manuelni,Citroen,False,False,True,07/2024,5+R,True,False,False,True,False,True,120000.0,False,False,C4,Dizel,True,True,2015,4/5
False,2.8,True,True,Ostalo,False,712,False,Jednozonska,False,Euro 5,False,False,Xenon,Zadnji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,True,Limuzina,False,True,False,False,True,True,False,False,Ostalo,True,True,True,Ostalo,False,False,False,False,140.0,True,False,10400.0,Nema,Nema,190.0,False,False,False,Ostalo,965.0,0,1,False,Automatik,Mercedes-Benz,False,False,False,09/2024,6+R,True,False,True,True,False,True,300.0,False,true,E 280,Dizel,True,True,2005,4/5
True,2.0,True,True,Platno,False,1108,True,Dvozonska,True,Euro 5,True,False,Xenon,Prednji,True,True,False,True,True,5,used,no_shipping,Crna,True,True,True,Limuzina,True,False,True,True,False,True,True,True,Ostalo,True,False,False,Ostalo,True,False,False,False,130.0,True,False,26000.0,Nema,Naprijed i nazad,177.0,False,False,True,Ostalo,78.0,0,1,False,Manuelni,Audi,True,False,False,07/2024,6+R,True,False,True,True,False,True,305000.0,True,true,A6,Dizel,False,True,2012,4/5
True,2.0,True,False,Platno,False,366,False,Dvozonska,False,Euro 3,True,True,Halogena,Zadnji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,False,True,False,False,True,True,True,False,CD MP3 plus pojačalo,False,True,True,Zimske,False,False,False,False,100.0,False,False,4400.0,Nema,Nema,140.0,False,False,False,Ostalo,133.0,0,2,False,Manuelni,BMW,False,False,False,01/2025,5+R,True,False,False,False,False,True,3.0,False,False,320,Dizel,True,True,2002,4/5
False,1.5,True,False,Koža i platno,False,731,False,Jednozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Limuzina,True,True,True,True,True,True,False,False,Ostalo,True,True,True,Ostalo,True,False,False,False,85.0,True,False,44990.0,Zadnja,Naprijed i nazad,116.0,False,False,False,Ostalo,881.0,0,1,True,Automatik,Mercedes-Benz,False,False,True,07/2024,7+R,True,False,False,True,True,True,122763.0,False,false,A 180,Dizel,True,True,2020,4/5
True,2.0,False,False,Ostalo,False,5259,False,Jednozonska,True,Euro 6,False,True,LED,Sva četiri,True,False,False,True,True,5,used,no_shipping,Bijela,True,True,True,Karavan,True,True,False,True,True,True,False,True,DVD MP3 plus LCD display,True,True,True,Ljetne i Zimske,True,False,False,False,110.0,False,False,29400.0,Zadnja,Naprijed i nazad,150.0,False,True,False,Blokada volana,1587.0,0,1,True,Manuelni,Volkswagen,True,False,True,07/2024,6+R,True,False,True,True,False,True,216000.0,False,false,Golf,Dizel,True,False,2017,4/5
True,2.0,True,False,Alkantara,False,3211,False,Trozonska,True,Euro 6,True,False,LED,Sva četiri,True,False,False,True,True,5,used,no_shipping,Plava,True,True,False,SUV,True,True,True,True,True,True,False,True,Ostalo,True,True,True,Ljetne,True,False,False,False,110.0,True,False,85000.0,Zadnja,Naprijed i nazad,150.0,False,False,False,Ostalo,1620.0,5,1,False,Automatik,Volkswagen,True,False,True,10/2024,7+R,True,False,True,True,False,True,6076.0,False,false,Tiguan,Dizel,True,True,2023,4/5
False,1.4,True,False,Koža i alkantara,False,2621,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Crna,False,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,True,True,False,Ostalo,False,False,False,False,65.0,False,False,1800.0,Nema,Nema,140.0,False,False,False,Ostalo,1249.0,0,1,False,Manuelni,Peugeot,False,False,False,07/2024,6+R,False,False,False,False,False,False,200000.0,False,False,206,Benzin,False,False,2004,2/3
False,2.0,False,False,Platno,False,1216,False,Dvozonska,False,Euro 5,False,False,LED,Zadnji,True,False,False,True,True,5,used,no_shipping,Crna,False,True,False,Limuzina,False,False,False,False,True,True,True,False,CD,False,True,True,Ljetne i Zimske,True,False,False,False,85.0,False,False,10600.0,Nema,Nema,116.0,False,False,False,Ostalo,122.0,0,2,False,Manuelni,BMW,False,False,True,07/2024,6+R,True,False,True,False,False,True,210000.0,False,true,116,Dizel,True,False,2010,4/5
False,1.2,False,False,Platno,False,523,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crvena,True,True,False,Malo auto,False,True,True,True,True,True,True,False,CD MP3,True,True,False,Ljetne,False,False,False,False,76.0,False,False,7900.0,Nema,Nema,103.0,False,False,False,Blokada volana,1342.0,0,1,False,Manuelni,Renault,False,False,True,07/2024,5+R,True,False,False,True,False,True,186129.0,False,true,Grand Modus,Benzin,True,True,2012,4/5
False,1.9,False,True,Koža,False,173,False,Jednozonska,False,Euro 4,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crvena,True,False,False,Limuzina,False,True,True,False,True,True,True,False,Ostalo,False,True,True,Zimske,False,False,False,False,77.0,False,False,7550.0,Nema,Nema,140.0,False,False,False,Ostalo,1588.0,0,1,False,Manuelni,Volkswagen,False,False,True,03/2025,5+R,True,False,False,True,False,False,323000.0,False,False,Golf Plus,Dizel,True,True,2005,4/5
False,3.0,True,True,Koža,False,2051,True,Dvozonska,True,Euro 5,True,False,LED,Sva četiri,True,False,False,True,True,5,used,no_shipping,Bijela,True,True,True,SUV,True,True,True,False,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Zimske,True,False,False,False,180.0,True,False,59900.0,Nema,Naprijed i nazad,245.0,False,False,False,Električna blokada,1324.0,6,1,False,Automatik,Porsche,False,False,True,05/2024,8+R,True,False,True,True,False,True,255000.0,False,true,Cayenne,Dizel,True,True,2014,4/5
False,2.0,False,False,Ostalo,False,573,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,False,False,False,True,False,5,used,no_shipping,Siva,True,False,False,Karavan,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,66.0,False,False,3500.0,Nema,Nema,140.0,False,False,False,Ostalo,1255.0,0,1,False,Manuelni,Peugeot,False,False,False,10/2024,6+R,False,True,False,False,False,False,230000.0,False,False,307,Dizel,False,False,2004,4/5
True,2.0,True,True,Koža i platno,False,8000,False,Dvozonska,True,Euro 6,True,True,Xenon,Sva četiri,True,False,False,True,True,5,used,no_shipping,Crna,True,True,False,Karavan,False,False,True,True,True,True,True,False,Ostalo,True,True,True,Zimske,False,False,False,False,135.0,True,False,26900.0,Nema,Naprijed i nazad,184.0,False,False,False,Ostalo,133.0,0,1,False,Automatik,BMW,False,False,True,05/2024,8+R,True,True,True,True,False,True,193000.0,False,False,320,Dizel,True,True,2014,4/5
False,4.4,True,True,Koža i alkantara,False,8850,True,Četverozonska,True,Euro 6,True,True,Laser,Zadnji,True,True,False,True,True,5,used,no_shipping,Crna,False,True,True,Limuzina,True,True,True,True,True,True,False,True,DVD MP3 plus LCD display,True,True,True,Ostalo,True,False,False,True,423.0,True,False,90000.0,Kamera 360,Naprijed i nazad,750.0,True,False,True,Ostalo,2031.0,0,1,True,Automatik,BMW,True,False,False,02/2025,8+R,True,True,True,True,True,True,73215.0,True,true,M5,Benzin,True,True,2014,4/5
False,1.2,False,False,Platno,False,1240,False,Jednozonska,False,Euro 6,False,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,False,Limuzina,False,False,False,False,False,True,True,False,CD MP3,False,True,False,Ostalo,False,False,False,False,60.0,False,False,11800.0,Nema,Nema,140.0,False,False,False,Ostalo,1781.0,0,Prvi vlasnik,False,Manuelni,Peugeot,False,False,True,07/2024,5+R,True,False,False,True,False,False,153500.0,False,False,301,Benzin,False,True,2016,4/5
True,2.0,True,False,Koža i platno,False,1460,False,Dvozonska,True,Euro 5,True,True,Halogena,Sva četiri,True,False,False,True,True,5,used,no_shipping,Bijela,True,True,False,Terenac,True,True,True,True,True,True,True,False,DVD MP3 plus LCD display,True,True,True,Ostalo,True,False,False,False,135.0,True,False,21990.0,Zadnja,Nazad,184.0,False,False,False,Ostalo,600.0,0,1,False,Automatik,Hyundai,False,False,True,07/2024,7+R,True,False,True,True,False,True,202700.0,False,true,ix35,Dizel,True,True,2013,4/5
True,1.6,True,False,Ostalo,False,1775,False,Dvozonska,True,Euro 5,True,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,False,True,False,Limuzina,False,True,False,True,True,True,True,False,CD MP3,True,True,True,Ostalo,False,False,False,False,75.0,False,False,9800.0,Nema,Nema,140.0,False,False,False,Ostalo,498.0,0,1,False,Manuelni,Ford,False,False,True,07/2024,6+R,True,False,False,True,False,True,172500.0,False,true,Focus,Dizel,True,True,2012,4/5
True,2.0,True,False,Koža i alkantara,False,4125,True,Trozonska,True,Euro 6,True,True,Xenon,Sva četiri,True,False,False,True,True,5,used,no_shipping,Bijela,True,True,True,Terenac,True,True,True,True,True,True,True,True,DVD MP3 plus LCD display,True,True,True,Ostalo,True,False,False,True,140.0,True,False,47990.0,Kamera 360,Naprijed i nazad,190.0,False,True,False,Ostalo,1843.0,0,1,False,Automatik,Škoda,False,False,True,07/2024,8+R,True,True,True,True,True,True,170000.0,True,true,Kodiaq,Dizel,True,True,2017,4/5
True,2.0,True,False,Ostalo,False,15258,False,Dvozonska,False,Euro 6,False,True,Xenon,Sva četiri,True,False,False,True,True,5,used,no_shipping,Siva,False,True,False,Terenac,True,True,True,False,True,True,False,True,DVD MP3 plus LCD display,True,True,True,Ostalo,True,False,False,False,110.0,True,False,44900.0,Nema,Naprijed i nazad,150.0,False,True,False,Ostalo,1620.0,0,1,False,Automatik,Volkswagen,False,False,True,07/2024,7+R,True,False,False,True,True,True,217000.0,False,true,Tiguan,Dizel,True,True,2016,4/5
True,2.0,True,False,Ostalo,False,12788,False,Jednozonska,True,Euro 6,True,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,False,True,False,Limuzina,True,True,True,True,True,True,False,True,Ostalo,True,True,True,Ostalo,True,False,True,False,110.0,True,False,56260.0,Nema,Naprijed i nazad,150.0,False,False,True,Ostalo,1849.0,0,1,False,Automatik,Volkswagen,True,False,False,06/2024,6+R,True,False,False,True,True,True,200000.0,False,true,Arteon,Dizel,True,True,2019,4/5
False,2.0,True,True,Koža,False,2718,False,Dvozonska,True,Euro 5,True,True,Xenon,Sva četiri,True,False,False,True,True,5,used,no_shipping,Siva,True,True,True,Limuzina,True,True,True,True,True,True,False,False,DVD MP3 plus LCD display,True,True,True,Zimske,True,False,False,False,199.0,True,False,27300.0,Zadnja,Naprijed i nazad,270.0,False,True,False,Ostalo,1587.0,0,1,False,Automatik,Volkswagen,False,False,True,02/2025,6+R,True,False,True,True,False,True,220500.0,False,true,Golf,Benzin,True,True,2011,4/5
False,1.5,False,False,Ostalo,False,590,False,Jednozonska,False,Euro 5,False,False,LED,Sva četiri,False,False,False,True,False,5,used,no_shipping,Crna,True,False,False,Limuzina,False,False,False,False,False,False,False,False,Ostalo,False,False,False,Ostalo,False,False,False,False,81.0,False,False,16000.0,Nema,Nema,140.0,False,False,False,Ostalo,341.0,0,1,False,Manuelni,Dacia,False,False,False,08/2024,6+R,False,False,False,False,False,False,220.0,False,False,Duster,Dizel,False,False,2015,4/5
True,1.2,False,False,Platno,False,1121,False,Jednozonska,False,Euro 5,False,True,Halogena,Prednji,True,False,False,True,True,5,used,no_shipping,Plava,False,True,False,Karavan,False,True,False,False,True,True,True,False,CD MP3 plus pojačalo,False,True,False,Ljetne,False,False,False,False,55.0,False,False,7950.0,Nema,Nema,75.0,False,False,False,Ostalo,1446.0,0,1,False,Manuelni,Škoda,False,False,True,07/2024,5+R,True,False,False,True,False,True,164000.0,False,False,Fabia,Dizel,True,False,2011,4/5
False,1.8,False,True,Ostalo,False,748,False,Jednozonska,False,Euro 5,False,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crvena,True,True,False,Limuzina,False,True,False,False,True,True,True,False,CD MP3,True,True,False,Ljetne,False,False,False,False,66.0,False,False,4500.0,Nema,Nema,90.0,False,False,False,Električna blokada,498.0,0,1,False,Manuelni,Ford,False,False,True,09/2024,5+R,True,False,True,False,False,True,217000.0,False,False,Focus,Dizel,True,True,2002,4/5
True,2.0,True,True,Koža i alkantara,False,3066,False,Dvozonska,True,Euro 6,True,True,LED,Sva četiri,True,False,False,True,True,5,used,no_shipping,Bijela,True,True,False,Limuzina,False,True,True,True,True,True,True,False,DVD MP3 plus LCD display,True,False,True,Ljetne,True,False,False,False,135.0,True,False,36900.0,Nema,Naprijed i nazad,140.0,False,False,False,Ostalo,74.0,0,1,False,Automatik,Audi,True,False,True,05/2025,7+R,True,False,True,True,True,True,126633.0,True,true,A3,Dizel,True,True,2017,4/5
False,1.6,False,False,Ostalo,False,14861,False,Jednozonska,False,Euro 6,False,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,False,True,False,Limuzina,True,False,False,False,True,True,False,False,DVD MP3 plus LCD display,True,True,False,Ljetne,False,False,False,False,55.0,True,False,17500.0,Nema,Nema,75.0,False,False,False,Ostalo,1738.0,0,1,False,Manuelni,Peugeot,False,False,True,07/2024,5+R,True,False,False,False,False,False,151000.0,False,true,208,Dizel,True,True,2018,4/5
False,1.6,False,False,Ostalo,False,5363,False,Dvozonska,False,euro 6,True,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,False,SUV,True,True,True,True,True,True,False,False,Ostalo,True,True,False,Ostalo,True,False,False,False,132.0,True,False,55980.0,Zadnja,Nazad,180.0,False,False,False,Ostalo,677.0,0,1,False,Automatik,Kia,False,False,True,07/2024,6+R,True,False,True,True,False,False,52853.0,False,false,Sportage,Benzin,False,False,2022,4/5
True,2.0,True,False,Alkantara,False,28971,False,Dvozonska,True,Euro 6,True,True,Xenon,Sva četiri,True,True,False,True,True,5,used,no_shipping,Srebrena,False,True,False,SUV,True,True,True,True,True,True,True,True,CD MP3,True,True,True,Ljetne,True,False,True,True,110.0,True,False,21989.0,Zadnja,Naprijed i nazad,150.0,False,True,False,Električna blokada,1620.0,0,1,True,Automatik,Volkswagen,False,False,False,07/2024,7+R,True,True,True,True,False,True,240988.0,False,False,Tiguan,Dizel,True,True,2016,4/5
True,1.6,True,False,Platno,False,286,False,Jednozonska,False,Euro 5,True,True,Halogena,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,False,True,False,Limuzina,True,True,True,False,True,True,True,False,DVD MP3 plus LCD display,False,True,True,Ljetne,False,False,False,False,66.0,False,False,13350.0,Nema,Nazad,90.0,False,False,False,Ostalo,1599.0,0,1,False,Manuelni,Volkswagen,False,False,True,07/2024,5+R,True,False,False,True,False,True,231000.0,False,true,Polo,Dizel,True,True,2012,2/3
True,2.0,True,False,Ostalo,False,681,False,Dvozonska,True,Euro 5,False,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Crna,False,True,False,Terenac,True,True,True,False,True,True,True,False,Ostalo,False,True,True,Ostalo,False,False,False,False,103.0,True,False,18900.0,Nema,Nazad,140.0,False,False,False,Ostalo,1620.0,0,1,True,Manuelni,Volkswagen,False,False,True,07/2024,6+R,True,False,True,True,False,True,276580.0,False,true,Tiguan,Dizel,True,False,2010,4/5
False,1.5,False,False,Ostalo,False,1980,False,Dvozonska,False,Euro 5,True,False,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Siva,True,True,False,Limuzina,True,True,True,False,True,True,False,False,Ostalo,True,True,False,Ostalo,True,False,False,False,75.0,False,False,25980.0,Nema,Nazad,102.0,False,False,False,Ostalo,1256.0,0,1,False,Manuelni,Peugeot,False,False,False,07/2024,6+R,True,False,False,False,False,False,110106.0,False,false,308,Dizel,False,False,2019,4/5
True,1.6,False,False,Platno,False,2956,False,Jednozonska,True,Euro 6,False,True,LED,Prednji,True,False,False,True,True,5,used,no_shipping,Bijela,False,True,False,Limuzina,True,True,False,True,True,True,True,False,DVD MP3 plus LCD display,False,True,True,Ljetne,False,False,False,False,85.0,False,False,26900.0,Nema,Naprijed i nazad,115.0,False,False,False,Ostalo,1587.0,0,1,False,Manuelni,Volkswagen,True,False,True,07/2024,5+R,True,False,False,True,False,True,189000.0,False,true,Golf,Dizel,True,True,2017,4/5
